title,popularity,year
Sket,6.635353,2011
The Last Unicorn,6.634939,1982
Even Angels Eat Beans,6.634884,1973
Electricity,6.634536,2014
Straw Dogs,6.632663,1971
The Joneses,6.632194,2009
Boy 7,6.631736,2015
Basket Case,6.631724,1982
Crossroads,6.631356,2002
The Back-Up Plan,6.629999,2010
The Gumball Rally,6.627829,1976
There's a Girl in My Soup,6.627273,1970
The Seeker: The Dark Is Rising,6.627076,2007
Magic in the Moonlight,6.626077,2014
High Strung,6.625607,2016
Kebab Connection,6.624603,2004
Echelon Conspiracy,6.624498,2009
Simon Says,6.624127,2006
The Women,6.62363,2008
Christmas Cupid,6.622907,2010
The Thirty Nine Steps,6.622148,1978
F/X,6.620556,1986
Rushlights,6.620285,2013
Jack and Jill,6.620033,2011
Next Door,6.619629,2005
Family For Rent,6.618931,2015
Greenfingers,6.618392,2001
Love and Honor,6.617821,2013
Blind Fury,6.617717,1989
When the Game Stands Tall,6.617708,2014
Le Cercle Rouge,6.616907,1970
Scar,6.615604,2007
Vanity Fair,6.614456,2004
All About Anna,6.614301,2005
Maximum Overdrive,6.614078,1986
Meatballs,6.613063,1979
Cannibal! The Musical,6.612589,1993
Death Sentence,6.612175,2007
Deception,6.611392,1946
INLAND EMPIRE,6.610774,2006
Best Men,6.610419,1997
Phantasm,6.609336,1979
Dadnapped,6.60929,2009
99 Homes,6.60913,2014
Touchez Pas au Grisbi,6.609106,1954
Love Wrecked,6.608369,2005
Do Not Disturb,6.608293,1999
Piranhaconda,6.607263,2012
Christmas in Conway,6.607246,2013
Return of the Living Dead Part II,6.606325,1988
Underworld U.S.A.,6.606154,1961
Bringing Up Baby,6.60577,1938
Lost Souls,6.604577,2000
Mutant Chronicles,6.603748,2008
Our Man in Havana,6.603651,1959
Fallen,6.603389,2016
Papadopoulos & Sons,6.60279,2012
Double Impact,6.600651,1991
Mega Piranha,6.600017,2010
The Legend of Hercules,6.599539,2014
The Institute,6.59951,2017
How Much Do You Love Me?,6.599255,2005
Yogi Bear,6.598296,2010
A Gang Story,6.597927,2011
Hurricane Bianca,6.59707,2016
Overheard,6.596168,2009
Ri¢hie Ri¢h,6.595255,1994
Maniac Cop,6.595038,1988
Emma,6.593011,1996
I Can Quit Whenever I Want,6.592949,2014
Evangelion: 1.0: You Are (Not) Alone,6.592907,2007
With This Ring,6.592284,2015
Leningrad Cowboys Go America,6.590913,1989
Away We Go,6.590093,2009
Three Colors: White,6.5898,1994
Broken Flowers,6.589304,2005
Patchwork,6.588979,2015
"It's the Great Pumpkin, Charlie Brown",6.588367,1966
Gettysburg,6.588347,1993
The Return of the Musketeers,6.587929,1989
Remember the Titans,6.587726,2000
The Flowers of War,6.587711,2011
Nights of Cabiria,6.587353,1957
La Femme Nikita,6.586401,1990
13 Ghosts,6.586372,1960
Halloween 5: The Revenge of Michael Myers,6.585405,1989
The In-Laws,6.585107,2003
A Woman's Face,6.584553,1941
Fried Green Tomatoes,6.584254,1991
Citizenfour,6.584217,2014
The Tenant,6.583984,1976
The International,6.583609,2009
Minuscule: Valley of the Lost Ants,6.583428,2013
After Hours,6.583161,1985
The Little Prince,6.582652,1974
Poseidon,6.581669,2006
Stations of the Cross,6.580186,2014
Love Is in the Air,6.579812,2013
Mr. Jones,6.579753,1993
Distant Drums,6.578688,1951
Swingers,6.578025,1996
The Nightcomers,6.577661,1971
Mickey's Once Upon a Christmas,6.577491,1999
Prince Avalanche,6.57698,2013
Club Dread,6.57613,2004
Bangkok Dangerous,6.576009,2008
Good Boy!,6.575505,2003
Hot Tub Time Machine 2,6.575393,2015
Justin and the Knights of Valour,6.574051,2013
Throw Momma from the Train,6.573364,1987
A Pigeon Sat on a Branch Reflecting on Existence,6.572818,2014
Stay,6.572049,2005
The Mating Habits of the Earthbound Human,6.571586,1999
Brokedown Palace,6.570918,1999
The Butterfly Room,6.569589,2012
House of Fury,6.568728,2005
The Blue Umbrella,6.568023,2013
Deuce Bigalow: Male Gigolo,6.567794,1999
101 Reykjavik,6.565758,2000
Stolen Kisses,6.564465,1968
I Don't Know How She Does It,6.562982,2011
Brenda Starr,6.561712,1989
The Rover,6.561373,2014
The Brooke Ellison Story,6.560524,2004
A Night to Remember,6.560231,1958
Body Snatchers,6.559693,1993
The Scalphunters,6.559114,1968
Dad's Army,6.558944,2016
Happy Birthday to Me,6.558858,1981
2:37,6.558245,2006
Knockaround Guys,6.557426,2001
All Hallows' Eve,6.556384,2013
Spike Island,6.556092,2012
Mom at Sixteen,6.555387,2005
Commitment,6.555233,2013
The Crow: City of Angels,6.554679,1996
Kevin Hart: Laugh at My Pain,6.554298,2011
Legendary: Tomb of the Dragon,6.554194,2013
Rock Dog,6.55207,2016
Mythica: A Quest for Heroes,6.550033,2014
The Hero,6.549788,2017
The Attorney,6.549272,2013
Ghost in the Shell: Stand Alone Complex - Solid State Society,6.548847,2007
Vertical Limit,6.548229,2000
Beatriz at Dinner,6.548206,2017
Hellraiser III: Hell on Earth,6.546551,1992
Mon Oncle d'Amérique,6.545371,1980
Hope Floats,6.54478,1998
Playing with Love,6.543051,1977
Wolf Totem,6.542647,2015
Killers,6.540621,2010
Kangaroo Jack,6.538007,2003
The Postman,6.537407,1997
The Man in the Gray Flannel Suit,6.537021,1956
The East,6.53667,2013
Boys Don't Cry,6.536006,1999
Dark Water,6.53565,2005
Takeshis',6.535144,2005
Vengeance: A Love Story,6.533244,2017
The Monster,6.533171,2016
Hunting and Gathering,6.532872,2007
Afonya,6.532578,1975
Mortal Kombat: Annihilation,6.532498,1997
Pusher,6.532164,2012
A Haunted House,6.531373,2013
Village of the Damned,6.529879,1995
High School Musical 2,6.529094,2007
Westworld,6.529052,1973
Just Before I Go,6.528444,2014
Lesbian Vampire Killers,6.52808,2009
Ticker,6.527479,2001
Prison Break: The Final Break,6.526913,2009
Brewster's Millions,6.526379,1985
Kabhi Khushi Kabhie Gham,6.523888,2001
Teeth,6.523545,2007
Return to Oz,6.523262,1985
Extraordinary Measures,6.523155,2010
Evangelion: 2.0 You Can (Not) Advance,6.518028,2009
M. Butterfly,6.516976,1993
Cobain: Montage of Heck,6.516131,2015
Uncanny,6.515574,2015
Boat Trip,6.515316,2002
Sabotage,6.514753,1936
Reality Bites,6.514592,1994
BloodRayne,6.514132,2005
Essex Boys,6.513748,2000
Bones,6.513545,2001
Lucky Them,6.513382,2013
Son of the Mask,6.512277,2005
Mr. Morgan's Last Love,6.510474,2013
First Kid,6.510437,1996
Lourdes,6.509699,2009
The Duke of Burgundy,6.509546,2014
Stuck in the Suburbs,6.508145,2004
Instructions Not Included,6.507895,2013
Barbie as Rapunzel,6.507867,2002
Swing Time,6.507597,1936
Boomerang,6.506983,1992
The Black Dahlia,6.506572,2006
An Innocent Man,6.505887,1989
You Can Count on Me,6.505313,2000
Dead Man,6.505272,1995
Risky Business,6.505209,1983
Infernal Affairs II,6.505146,2003
Daddy Day Care,6.504927,2003
Justice League vs. Teen Titans,6.504562,2016
Bangkok Dangerous,6.503788,1999
Infinitely Polar Bear,6.502973,2014
Hollywood Shuffle,6.502861,1987
In the Name of the King: A Dungeon Siege Tale,6.502566,2007
The Return of the Pink Panther,6.501177,1975
Firewall,6.500892,2006
Flood,6.500496,2007
The Birdcage,6.49968,1996
The Secret Garden,6.499523,1993
Barbershop,6.498789,2002
Bait,6.498141,2012
The Arrival,6.497591,1996
Flawless,6.496913,2007
The Big Bounce,6.496271,2004
Chalet Girl,6.496259,2011
Double Indemnity,6.49432,1944
Stand by Me Doraemon,6.493765,2014
Betty Blue,6.493744,1986
My Stepmother is an Alien,6.493525,1988
The Darjeeling Limited,6.493474,2007
Mustang,6.49255,2015
The Room,6.490979,2003
The Disappearance of Eleanor Rigby: Him,6.490949,2014
Jesse Stone: Death in Paradise,6.490445,2006
Andrei Rublev,6.489852,1966
The Reckoning,6.489398,2014
Police Story,6.489294,1985
The Brand New Testament,6.488451,2015
Batman: The Killing Joke,6.488277,2016
The Thaw,6.487576,2009
Perfect Blue,6.487495,1997
A Matter of Life and Death,6.486938,1946
Ringu,6.486126,1998
The Trouble with Harry,6.486117,1955
Agnes Browne,6.485631,1999
Hoosiers,6.484495,1986
Born To Race,6.483418,2011
Hands of Stone,6.482559,2016
Cradle Will Rock,6.481649,1999
Stir Crazy,6.481464,1980
Human Desire,6.481002,1954
Obvious Child,6.480574,2014
Pokémon: Spell of the Unknown,6.480376,2000
The Gendarme of St. Tropez,6.479033,1964
Magicians,6.478953,2007
The Seventh Seal,6.47828,1957
Tin Men,6.477975,1987
The Adventures of Sharkboy and Lavagirl,6.477862,2005
Day of the Dead,6.477482,2008
Son of God,6.477292,2014
Unlawful Entry,6.477258,1992
La Bamba,6.476534,1987
One Eight Seven,6.476493,1997
Bunraku,6.475676,2010
Black Gold,6.475665,2011
Hanging Up,6.474767,2000
The Day of the Dolphin,6.474497,1973
The Mean Season,6.473842,1985
The Exception,6.472434,2017
Paper Moon,6.471879,1973
Throne of Blood,6.471043,1957
The Hamiltons,6.47037,2006
Phantom of the Paradise,6.469438,1974
Lore,6.468915,2012
America's Sweethearts,6.468538,2001
Songcatcher,6.468495,2001
Cabin Fever,6.466688,2003
Monsieur Verdoux,6.466517,1947
It Happened One Night,6.465257,1934
You're Next,6.464826,2011
Sydney White,6.463883,2007
Pinocchio,6.463613,2002
The Champ,6.463112,1979
Blood Alley,6.460812,1955
Elephant White,6.459079,2011
Bigger Than Life,6.457462,1956
Barbie of Swan Lake,6.456991,2003
MouseHunt,6.456233,1997
Blue Crush,6.455738,2002
"New York, New York",6.453433,1977
Hairspray,6.453409,1988
Killer Joe,6.452069,2011
The Man Who Fell to Earth,6.451499,1976
Zack and Miri Make a Porno,6.449332,2008
Poison Ivy II: Lily,6.448039,1996
Police Story 2,6.447628,1988
Elephant,6.447312,2003
Jersey Boys,6.447072,2014
Life With Mikey,6.446229,1993
The Omega Man,6.445639,1971
The Guest,6.441964,2014
"Bell, Book and Candle",6.441891,1958
"The Karate Kid, Part III",6.441664,1989
Kuch Kuch Hota Hai,6.441119,1998
The Andromeda Strain,6.438995,2008
The Green Butchers,6.438965,2003
Breathe In,6.437916,2013
The Outsiders,6.435926,1983
Come and Find Me,6.435238,2016
Mr. Pip,6.434329,2012
Animal Factory,6.432071,2000
Not Suitable For Children,6.431209,2012
Boyhood,6.430591,2014
Look Who's Talking Too,6.42968,1990
Hoot,6.429619,2006
East of Eden,6.42883,1955
Clown,6.428814,2014
Zatoichi,6.428263,2003
Can't Hardly Wait,6.426937,1998
Femme Fatale,6.426438,2002
Ultimate Avengers,6.425482,2006
Hearts in Atlantis,6.425321,2001
Pitch Black,6.424399,2000
My Giant,6.422711,1998
Under the Cherry Moon,6.421995,1986
Pokémon: Destiny Deoxys,6.421866,2004
Epoch,6.421741,2001
The Glass House,6.418936,2001
Stealing Beauty,6.418805,1996
SpaceCamp,6.41742,1986
Made of Honor,6.417385,2008
Bad Lieutenant,6.417037,1992
Supernova,6.416966,2005
Meet the Spartans,6.416753,2008
Beyond Skyline,6.416249,2017
Taxi to the Dark Side,6.415898,2007
Azumi,6.415721,2003
Those Happy Days,6.414934,2006
The Desert Rats,6.414758,1953
Ghost Shark,6.413331,2013
Dirty Wars,6.413287,2013
Taxi 2,6.411782,2000
Camp,6.411695,2003
Anamorph,6.410775,2007
A World Apart,6.410191,1988
Unearthed,6.410024,2007
Back to Mom's,6.409925,2016
Elmer Gantry,6.409512,1960
National Security,6.409297,2003
I Am Not a Serial Killer,6.409124,2016
Marnie,6.409094,1964
Come See the Paradise,6.408322,1990
Born to Raise Hell,6.407803,2010
The Snow Queen,6.407641,2012
Pontypool,6.407207,2009
Extreme Prejudice,6.407061,1987
Osmosis Jones,6.405831,2001
Maudie,6.404957,2017
Cado dalle nubi,6.40477,2009
Whore,6.404093,1991
Son of Saul,6.403937,2015
Exposed,6.402939,2016
Cleanskin,6.402926,2012
Bring It On,6.402888,2000
He Even Has Your Eyes,6.401902,2017
Amityville: A New Generation,6.401828,1993
Under the Mountain,6.401471,2009
The Forgotten,6.40146,2004
Hawking,6.400496,2004
Tequila Sunrise,6.399977,1988
Village of the Damned,6.39955,1960
Hoodwinked!,6.398984,2005
Sleep with Me,6.398905,1994
Motel Hell,6.398395,1980
Bound by Honor,6.398031,1993
Shanghai Kiss,6.397927,2007
The Last Exorcism,6.397109,2010
Drop Dead Gorgeous,6.396767,1999
Absolutely Fabulous: The Movie,6.395748,2016
Domino,6.394143,2005
The Answer Man,6.39166,2009
Go Fast,6.39093,2008
The Secret Life of Bees,6.390463,2008
Marauders,6.389818,2016
The Gauntlet,6.389326,1977
Hilary and Jackie,6.387602,1998
Bio-Dome,6.387469,1996
Angels in America,6.386873,2003
Wet Hot American Summer,6.386082,2001
How to Kill Your Neighbor's Dog,6.38471,2002
Damage,6.384589,1992
Lovelace,6.383512,2013
Antboy,6.383492,2013
Fallen,6.381612,1998
Welcome to the Jungle,6.381313,2013
Forbidden Planet,6.379966,1956
Kinsey,6.3793,2004
¡Three Amigos!,6.377624,1986
Cheeky,6.377611,2000
Penthouse North,6.377068,2013
Bedevilled,6.375628,2010
Mongol: The Rise of Genghis Khan,6.375447,2007
The Heroine,6.374456,1973
The Act of Killing,6.373118,2012
The Land Before Time III: The Time of the Great Giving,6.372442,1995
21 Grams,6.372278,2003
Nightbreed,6.372135,1990
Finding Amanda,6.371674,2008
The Transfiguration,6.371291,2017
Psycho II,6.370495,1983
Kuffs,6.370387,1992
Are We Done Yet?,6.370205,2007
Gun Shy,6.370105,2000
Rabbit Without Ears,6.370074,2007
The 51st State,6.368323,2001
Pickup on South Street,6.366499,1953
Goon: Last of the Enforcers,6.365691,2017
Family Guy Presents Stewie Griffin: The Untold Story,6.365552,2005
The Nutty Professor,6.36551,1963
You Will Meet a Tall Dark Stranger,6.36477,2010
Cinderella Man,6.363884,2005
Follow the Fleet,6.363505,1936
Viva Las Vegas,6.363489,1964
Hard Rain,6.363405,1998
The Piano Teacher,6.363081,2001
Tin Man,6.362129,2007
Russian Dolls,6.361343,2005
Scarlet Street,6.360746,1945
The Killing Room,6.358789,2009
Stick,6.357952,1985
Repo Man,6.357559,1984
Wings of Desire,6.357321,1987
Jackboots on Whitehall,6.356866,2010
The Inbetweeners 2,6.3567,2014
12 Rounds 2: Reloaded,6.35611,2013
Outrage,6.355452,2010
Domestic Disturbance,6.353996,2001
Blood from the Mummy's Tomb,6.353881,1971
His Name Was Jason: 30 Years of Friday the 13th,6.353353,2009
How the Grinch Stole Christmas!,6.353239,1966
Night Moves,6.35282,2014
Bloodsport: The Dark Kumite,6.352793,1999
Caddyshack II,6.349281,1988
Ulzana's Raid,6.349126,1972
Celeste & Jesse Forever,6.348565,2012
The Three Musketeers,6.34785,1993
Naomi and Ely's No Kiss List,6.347034,2015
Flash Gordon,6.346979,1980
Assassination,6.346176,2015
Psycho III,6.345885,1986
Capture the Flag,6.345679,2015
Day & Night,6.345512,2010
My Big Fat Greek Wedding 2,6.344961,2016
In the Loop,6.341259,2009
Monster's Ball,6.341187,2001
Red State,6.340655,2011
Nicholas on Holiday,6.339846,2014
Ronaldo,6.339693,2015
The Last Deadly Mission,6.33835,2007
Side by Side,6.337857,2012
Red Eye,6.336927,2005
Nurse Betty,6.335925,2000
Tommy,6.335814,1975
Hannah Montana: The Movie,6.332878,2009
In the Blood,6.332859,2014
Life or Something Like It,6.332398,2002
In a Lonely Place,6.331826,1950
In Country,6.329111,1989
Mr. Turner,6.328696,2014
Monster-in-Law,6.328385,2005
Something from Nothing: The Art of Rap,6.328119,2012
Close Your Eyes,6.327386,2002
The Break-Up,6.327193,2006
Hells Angels on Wheels,6.325139,1967
The Killer Inside Me,6.324751,2010
Ae Fond Kiss...,6.32444,2004
In My Father's Den,6.323198,2004
The Quiet Ones,6.322844,2014
One for the Money,6.322435,2012
Premature,6.322381,2014
A Trip to the Moon,6.321801,1902
Sissi: The Young Empress,6.321126,1956
The Day of the Jackal,6.320225,1973
Patema Inverted,6.319675,2013
Shrew's Nest,6.319326,2014
My Sassy Girl,6.318475,2008
The American President,6.318445,1995
Hotel for Dogs,6.317992,2009
1900,6.317822,1976
Supersonic,6.316596,2016
"If It's Tuesday, This Must Be Belgium",6.315524,1969
Sympathy for Mr. Vengeance,6.314697,2002
The Last of the Finest,6.313545,1990
White God,6.313465,2014
Breaker Morant,6.313297,1980
In This Our Life,6.312577,1942
Leviathan,6.312412,2014
The Summit,6.312295,2012
Bajrangi Bhaijaan,6.31224,2015
Fired Up!,6.312206,2009
Caprice,6.311574,1967
The Crow: Salvation,6.311201,2000
Spies Like Us,6.310054,1985
I Am Love,6.309187,2009
Imagine That,6.308773,2009
The Wedding Pact,6.305437,2014
Fantastic Planet,6.305008,1973
Fair Game,6.303785,2010
A Touch of Sin,6.303552,2013
The Three Musketeers,6.303466,2011
The River,6.303384,1984
Volver,6.302926,2006
The Entity,6.302682,1982
Inherit the Wind,6.302173,1960
The Liability,6.301471,2012
Slow Burn,6.300001,2005
Mr. Klein,6.298305,1976
Godzilla vs. Biollante,6.297432,1989
"Synecdoche, New York",6.295807,2008
Snow Day,6.295701,2000
Simon,6.295611,1980
The Assassin,6.294815,2015
Beyond the Lights,6.293515,2014
Retribution,6.292114,2015
The Last Shot,6.292054,2004
...And Justice for All,6.291512,1979
Les Misérables,6.290962,1978
Vamps,6.290812,2012
Tokyo Godfathers,6.288949,2003
Magnificent Presence,6.2877,2012
The Wizards Return: Alex vs. Alex,6.287572,2013
Jack,6.287245,1996
Nothing to Lose,6.287242,1997
Dark Passage,6.287228,1947
Maya the Bee Movie,6.287213,2014
The Ridiculous 6,6.287086,2015
The Family Man,6.287072,2000
Three Steps Above Heaven,6.28597,2010
Island in the Sky,6.285648,1953
Fools Rush In,6.285574,1997
Knights of Badassdom,6.281872,2013
The Marksman,6.281762,2005
Dragon Wars: D-War,6.280906,2007
Deconstructing Harry,6.280515,1997
Any Which Way You Can,6.279562,1980
The Spy Who Came in from the Cold,6.279114,1965
Rising Sun,6.279082,1993
A Christmas Kiss,6.278291,2011
American Heist,6.278168,2014
Staten Island Summer,6.277157,2015
High Sierra,6.27696,1941
Winchester '73,6.275958,1950
EuroTrip,6.275468,2004
Passengers,6.274736,2008
Charlie St. Cloud,6.273131,2010
Trancers,6.272745,1984
Things Change,6.272716,1988
Chocolate,6.272128,2008
Birthday Girl,6.271279,2001
Hollow Man II,6.269922,2006
The Toy,6.269867,1982
The Good Guy,6.269507,2009
"Easy Riders, Raging Bulls",6.268935,2003
The Public Eye,6.268871,1992
The Disappearance of Eleanor Rigby: Them,6.266831,2014
Castaway on the Moon,6.266701,2009
The Woman in the Window,6.266656,1944
Futureworld,6.265857,1976
St. Ives,6.264423,1976
The Dish,6.263988,2000
Ice Age: The Great Egg-Scapade,6.263676,2016
Bend It Like Beckham,6.262677,2002
Bachelor Party Vegas,6.262514,2006
Call Me Claus,6.262258,2001
A Company Man,6.261686,2012
"Black Cat, White Cat",6.261475,1998
School Daze,6.25967,1988
Prêt-à-Porter,6.259433,1994
The Return of the Living Dead,6.258984,1985
The Love Guru,6.258666,2008
Zabriskie Point,6.258456,1970
Aftermath,6.258251,2012
The Kings of Summer,6.25805,2013
Little Monsters,6.256969,1989
Best in Show,6.256848,2000
Box of Moonlight,6.254986,1996
Wild Hearts Can't Be Broken,6.254895,1991
The Rewrite,6.253843,2014
Possession,6.253597,2009
Pandemic,6.253285,2016
Senseless,6.253164,1998
The Men Who Stare at Goats,6.253084,2009
The Neverending Story III: Escape from Fantasia,6.252377,1994
Miss Firecracker,6.250816,1989
Tin Cup,6.24966,1996
A United Kingdom,6.249112,2016
Cemetery Man,6.247819,1994
Superman vs. The Elite,6.247758,2012
A Tale of Two Sisters,6.247028,2003
Riddle,6.24665,2013
Searching for Sugar Man,6.245191,2012
Loser,6.244901,2000
Creature,6.243385,1998
Torn Curtain,6.243248,1966
Southland Tales,6.242588,2006
The Perfect Score,6.2425,2004
Days of Being Wild,6.242263,1990
K-20: The Fiend with Twenty Faces,6.242159,2008
Queens Logic,6.24172,1991
Missing in Action,6.241185,1984
Curse of the Golden Flower,6.238036,2006
Hansel and Gretel Get Baked,6.23802,2013
Tarzan & Jane,6.237055,2002
Lost and Delirious,6.236798,2001
Crazy/Beautiful,6.236729,2001
Body,6.236714,2015
Instinct,6.236116,1999
The Marc Pease Experience,6.236016,2009
Girl Asleep,6.235767,2016
Dancing Lady,6.232671,1933
Anuvahood,6.231965,2011
The Reluctant Fundamentalist,6.231928,2013
I Am Wrath,6.2319,2016
The Connection,6.231766,2014
The Player,6.230854,1992
Danny Deckchair,6.229794,2003
Shalako,6.229674,1968
Babe: Pig in the City,6.229629,1998
Blue Streak,6.229424,1999
The End of Evangelion,6.228255,1997
The Apartment,6.228174,1996
The Tailor of Panama,6.226933,2001
Meet Bill,6.226054,2007
The Mosquito Coast,6.224859,1986
Sleepaway Camp,6.224311,1983
Dragon Ball Z: The World's Strongest,6.223436,1990
The Happening,6.22229,2008
Jason and the Argonauts,6.222085,1963
Swamp Shark,6.218698,2011
The Wing or the Thigh,6.218351,1976
Wait Until Dark,6.216637,1967
